"Plot Title: 21523214."
"#","Date Time, GMT+07:00","PAR, µmol/m²/s (LGR S/N: 21523214, SEN S/N: 21534670)","PAR, µmol/m²/s (LGR S/N: 21523214, SEN S/N: 21534671)","PAR, µmol/m²/s (LGR S/N: 21523214, SEN S/N: 21534672)","PAR, µmol/m²/s (LGR S/N: 21523214, SEN S/N: 21534673)"
15461,07/12/26 10 นาฬิกา 58 นาที,-888.9,-888.9,-888.9,-888.9
15462,07/12/26 10 นาฬิกา 58 นาที,-888.9,-888.9,-888.9,-888.9
15463,07/12/26 10 นาฬิกา 58 นาที,-888.9,-888.9,-888.9,-888.9
15464,07/12/26 10 นาฬิกา 58 นาที,-888.9,-888.9,-888.9,-888.9
15465,07/12/26 10 นาฬิกา 58 นาที,-888.9,-888.9,-888.9,-888.9
15466,07/12/26 10 นาฬิกา 59 นาที,-888.9,-888.9,-888.9,-888.9
15467,07/12/26 10 นาฬิกา 59 นาที,-888.9,-888.9,-888.9,-888.9
15468,07/12/26 10 นาฬิกา 59 นาที,-888.9,-888.9,-888.9,-888.9
15469,07/12/26 10 นาฬิกา 59 นาที,-888.9,-888.9,-888.9,-888.9
15470,07/12/26 10 นาฬิกา 59 นาที,-888.9,-888.9,-888.9,-888.9
15471,07/12/26 10 นาฬิกา 59 นาที,-888.9,-888.9,-888.9,-888.9
15472,07/12/26 11 นาฬิกา 0 นาที,-888.9,-888.9,-888.9,-888.9
15473,07/12/26 11 นาฬิกา 0 นาที,-888.9,-888.9,-888.9,-888.9
15474,07/12/26 11 นาฬิกา 0 นาที,-888.9,-888.9,-888.9,-888.9
15475,07/12/26 11 นาฬิกา 0 นาที,-888.9,-888.9,-888.9,-888.9
15476,07/12/26 11 นาฬิกา 0 นาที,-888.9,-888.9,-888.9,-888.9
15477,07/12/26 11 นาฬิกา 0 นาที,-888.9,-888.9,-888.9,-888.9
15478,07/12/26 11 นาฬิกา 1 นาที,-888.9,-888.9,-888.9,-888.9
15479,07/12/26 11 นาฬิกา 1 นาที,-888.9,-888.9,-888.9,-888.9
15480,07/12/26 11 นาฬิกา 1 นาที,-888.9,-888.9,-888.9,-888.9
15481,07/12/26 11 นาฬิกา 1 นาที,-888.9,-888.9,-888.9,-888.9
15482,07/12/26 11 นาฬิกา 1 นาที,-888.9,-888.9,-888.9,-888.9
15483,07/12/26 11 นาฬิกา 1 นาที,-888.9,-888.9,-888.9,-888.9
15484,07/12/26 11 นาฬิกา 2 นาที,-888.9,-888.9,-888.9,-888.9
15485,07/12/26 11 นาฬิกา 2 นาที,-888.9,-888.9,-888.9,-888.9
15486,07/12/26 11 นาฬิกา 2 นาที,-888.9,-888.9,-888.9,-888.9
15487,07/12/26 11 นาฬิกา 2 นาที,-888.9,-888.9,-888.9,-888.9
15488,07/12/26 11 นาฬิกา 2 นาที,-888.9,-888.9,-888.9,-888.9
15489,07/12/26 11 นาฬิกา 2 นาที,-888.9,-888.9,-888.9,-888.9
15490,07/12/26 11 นาฬิกา 3 นาที,-888.9,-888.9,-888.9,-888.9
15491,07/12/26 11 นาฬิกา 3 นาที,-888.9,-888.9,-888.9,-888.9
15492,07/12/26 11 นาฬิกา 3 นาที,-888.9,-888.9,-888.9,-888.9
15493,07/12/26 11 นาฬิกา 3 นาที,-888.9,-888.9,-888.9,-888.9
15494,07/12/26 11 นาฬิกา 3 นาที,-888.9,-888.9,-888.9,-888.9
15495,07/12/26 11 นาฬิกา 3 นาที,-888.9,-888.9,-888.9,-888.9
15496,07/12/26 11 นาฬิกา 4 นาที,-888.9,-888.9,-888.9,-888.9
15497,07/12/26 11 นาฬิกา 4 นาที,-888.9,-888.9,-888.9,-888.9
15498,07/12/26 11 นาฬิกา 4 นาที,-888.9,-888.9,-888.9,-888.9
15499,07/12/26 11 นาฬิกา 4 นาที,-888.9,-888.9,-888.9,-888.9
15500,07/12/26 11 นาฬิกา 4 นาที,-888.9,-888.9,-888.9,-888.9
15501,07/12/26 11 นาฬิกา 4 นาที,-888.9,-888.9,-888.9,-888.9
15502,07/12/26 11 นาฬิกา 5 นาที,-888.9,-888.9,-888.9,-888.9
15503,07/12/26 11 นาฬิกา 5 นาที,-888.9,-888.9,-888.9,-888.9
15504,07/12/26 11 นาฬิกา 5 นาที,-888.9,-888.9,-888.9,-888.9
15505,07/12/26 11 นาฬิกา 5 นาที,-888.9,-888.9,-888.9,-888.9
15506,07/12/26 11 นาฬิกา 5 นาที,-888.9,-888.9,-888.9,-888.9
15507,07/12/26 11 นาฬิกา 5 นาที,-888.9,-888.9,-888.9,-888.9
15508,07/12/26 11 นาฬิกา 6 นาที,-888.9,-888.9,-888.9,-888.9
15509,07/12/26 11 นาฬิกา 6 นาที,-888.9,-888.9,-888.9,-888.9
15510,07/12/26 11 นาฬิกา 6 นาที,-888.9,-888.9,-888.9,-888.9
15511,07/12/26 11 นาฬิกา 6 นาที,-888.9,-888.9,-888.9,-888.9
15512,07/12/26 11 นาฬิกา 6 นาที,-888.9,-888.9,-888.9,-888.9
15513,07/12/26 11 นาฬิกา 6 นาที,-888.9,-888.9,-888.9,-888.9
15514,07/12/26 11 นาฬิกา 7 นาที,-888.9,-888.9,-888.9,-888.9
15515,07/12/26 11 นาฬิกา 7 นาที,-888.9,-888.9,-888.9,-888.9
15516,07/12/26 11 นาฬิกา 7 นาที,-888.9,-888.9,-888.9,-888.9
15517,07/12/26 11 นาฬิกา 7 นาที,-888.9,-888.9,-888.9,-888.9
15518,07/12/26 11 นาฬิกา 7 นาที,-888.9,-888.9,-888.9,-888.9
15519,07/12/26 11 นาฬิกา 7 นาที,-888.9,-888.9,-888.9,-888.9
15520,07/12/26 11 นาฬิกา 8 นาที,-888.9,-888.9,-888.9,-888.9
15521,07/12/26 11 นาฬิกา 8 นาที,-888.9,-888.9,-888.9,-888.9
15522,07/12/26 11 นาฬิกา 8 นาที,-888.9,-888.9,-888.9,-888.9
15523,07/12/26 11 นาฬิกา 8 นาที,-888.9,-888.9,-888.9,-888.9
15524,07/12/26 11 นาฬิกา 8 นาที,-888.9,-888.9,-888.9,-888.9
15525,07/12/26 11 นาฬิกา 8 นาที,-888.9,-888.9,-888.9,-888.9
15526,07/12/26 11 นาฬิกา 9 นาที,-888.9,-888.9,-888.9,-888.9
15527,07/12/26 11 นาฬิกา 9 นาที,-888.9,-888.9,-888.9,-888.9
15528,07/12/26 11 นาฬิกา 9 นาที,-888.9,-888.9,-888.9,-888.9
15529,07/12/26 11 นาฬิกา 9 นาที,-888.9,-888.9,-888.9,-888.9
15530,07/12/26 11 นาฬิกา 9 นาที,-888.9,-888.9,-888.9,-888.9
15531,07/12/26 11 นาฬิกา 9 นาที,-888.9,-888.9,-888.9,-888.9
15532,07/12/26 11 นาฬิกา 10 นาที,-888.9,-888.9,-888.9,-888.9
15533,07/12/26 11 นาฬิกา 10 นาที,-888.9,-888.9,-888.9,-888.9
15534,07/12/26 11 นาฬิกา 10 นาที,-888.9,-888.9,-888.9,-888.9
15535,07/12/26 11 นาฬิกา 10 นาที,-888.9,-888.9,-888.9,-888.9
15536,07/12/26 11 นาฬิกา 10 นาที,-888.9,-888.9,-888.9,-888.9
15537,07/12/26 11 นาฬิกา 10 นาที,-888.9,-888.9,-888.9,-888.9
15538,07/12/26 11 นาฬิกา 11 นาที,-888.9,-888.9,-888.9,-888.9
15539,07/12/26 11 นาฬิกา 11 นาที,-888.9,-888.9,-888.9,-888.9
15540,07/12/26 11 นาฬิกา 11 นาที,-888.9,-888.9,-888.9,-888.9
15541,07/12/26 11 นาฬิกา 11 นาที,-888.9,-888.9,-888.9,-888.9
15542,07/12/26 11 นาฬิกา 11 นาที,-888.9,-888.9,-888.9,-888.9
15543,07/12/26 11 นาฬิกา 11 นาที,-888.9,-888.9,-888.9,-888.9
15544,07/12/26 11 นาฬิกา 12 นาที,-888.9,-888.9,-888.9,-888.9
15545,07/12/26 11 นาฬิกา 12 นาที,-888.9,-888.9,-888.9,-888.9
15546,07/12/26 11 นาฬิกา 12 นาที,-888.9,-888.9,-888.9,-888.9
15547,07/12/26 11 นาฬิกา 12 นาที,-888.9,-888.9,-888.9,-888.9
15548,07/12/26 11 นาฬิกา 12 นาที,-888.9,-888.9,-888.9,-888.9
15549,07/12/26 11 นาฬิกา 12 นาที,-888.9,-888.9,-888.9,-888.9
15550,07/12/26 11 นาฬิกา 13 นาที,-888.9,-888.9,-888.9,-888.9
15551,07/12/26 11 นาฬิกา 13 นาที,-888.9,-888.9,-888.9,-888.9
15552,07/12/26 11 นาฬิกา 13 นาที,-888.9,-888.9,-888.9,-888.9
15553,07/12/26 11 นาฬิกา 13 นาที,-888.9,-888.9,-888.9,-888.9
15554,07/12/26 11 นาฬิกา 13 นาที,-888.9,-888.9,-888.9,-888.9
15555,07/12/26 11 นาฬิกา 13 นาที,-888.9,-888.9,-888.9,-888.9
15556,07/12/26 11 นาฬิกา 14 นาที,-888.9,-888.9,-888.9,-888.9
15557,07/12/26 11 นาฬิกา 14 นาที,-888.9,-888.9,-888.9,-888.9
15558,07/12/26 11 นาฬิกา 14 นาที,-888.9,-888.9,-888.9,-888.9
15559,07/12/26 11 นาฬิกา 14 นาที,-888.9,-888.9,-888.9,-888.9
15560,07/12/26 11 นาฬิกา 14 นาที,-888.9,-888.9,-888.9,-888.9
15561,07/12/26 11 นาฬิกา 14 นาที,-888.9,-888.9,-888.9,-888.9
15562,07/12/26 11 นาฬิกา 15 นาที,-888.9,-888.9,-888.9,-888.9
15563,07/12/26 11 นาฬิกา 15 นาที,-888.9,-888.9,-888.9,-888.9
15564,07/12/26 11 นาฬิกา 15 นาที,-888.9,-888.9,-888.9,-888.9
15565,07/12/26 11 นาฬิกา 15 นาที,-888.9,-888.9,-888.9,-888.9
15566,07/12/26 11 นาฬิกา 15 นาที,-888.9,-888.9,-888.9,-888.9
15567,07/12/26 11 นาฬิกา 15 นาที,-888.9,-888.9,-888.9,-888.9
15568,07/12/26 11 นาฬิกา 16 นาที,-888.9,-888.9,-888.9,-888.9
15569,07/12/26 11 นาฬิกา 16 นาที,-888.9,-888.9,-888.9,-888.9
15570,07/12/26 11 นาฬิกา 16 นาที,-888.9,-888.9,-888.9,-888.9
15571,07/12/26 11 นาฬิกา 16 นาที,-888.9,-888.9,-888.9,-888.9
15572,07/12/26 11 นาฬิกา 16 นาที,-888.9,-888.9,-888.9,-888.9
15573,07/12/26 11 นาฬิกา 16 นาที,-888.9,-888.9,-888.9,-888.9
15574,07/12/26 11 นาฬิกา 17 นาที,-888.9,-888.9,-888.9,-888.9
15575,07/12/26 11 นาฬิกา 17 นาที,-888.9,-888.9,-888.9,-888.9
15576,07/12/26 11 นาฬิกา 17 นาที,-888.9,-888.9,-888.9,-888.9
15577,07/12/26 11 นาฬิกา 17 นาที,-888.9,-888.9,-888.9,-888.9
15578,07/12/26 11 นาฬิกา 17 นาที,-888.9,-888.9,-888.9,-888.9
15579,07/12/26 11 นาฬิกา 17 นาที,-888.9,-888.9,-888.9,-888.9
15580,07/12/26 11 นาฬิกา 18 นาที,-888.9,-888.9,-888.9,-888.9
15581,07/12/26 11 นาฬิกา 18 นาที,-888.9,-888.9,-888.9,-888.9
15582,07/12/26 11 นาฬิกา 18 นาที,-888.9,-888.9,-888.9,-888.9
15583,07/12/26 11 นาฬิกา 18 นาที,-888.9,-888.9,-888.9,-888.9
15584,07/12/26 11 นาฬิกา 18 นาที,-888.9,-888.9,-888.9,-888.9
15585,07/12/26 11 นาฬิกา 18 นาที,-888.9,-888.9,-888.9,-888.9
15586,07/12/26 11 นาฬิกา 19 นาที,-888.9,-888.9,-888.9,-888.9
15587,07/12/26 11 นาฬิกา 19 นาที,-888.9,-888.9,-888.9,-888.9
15588,07/12/26 11 นาฬิกา 19 นาที,-888.9,-888.9,-888.9,-888.9
15589,07/12/26 11 นาฬิกา 19 นาที,-888.9,-888.9,-888.9,-888.9
15590,07/12/26 11 นาฬิกา 19 นาที,-888.9,-888.9,-888.9,-888.9
15591,07/12/26 11 นาฬิกา 19 นาที,-888.9,-888.9,-888.9,-888.9
15592,07/12/26 11 นาฬิกา 20 นาที,-888.9,-888.9,-888.9,-888.9
15593,07/12/26 11 นาฬิกา 20 นาที,-888.9,-888.9,-888.9,-888.9
15594,07/12/26 11 นาฬิกา 20 นาที,-888.9,-888.9,-888.9,-888.9
15595,07/12/26 11 นาฬิกา 20 นาที,-888.9,-888.9,-888.9,-888.9
15596,07/12/26 11 นาฬิกา 20 นาที,-888.9,-888.9,-888.9,-888.9
15597,07/12/26 11 นาฬิกา 20 นาที,-888.9,-888.9,-888.9,-888.9
15598,07/12/26 11 นาฬิกา 21 นาที,-888.9,-888.9,-888.9,-888.9
15599,07/12/26 11 นาฬิกา 21 นาที,-888.9,-888.9,-888.9,-888.9
15600,07/12/26 11 นาฬิกา 21 นาที,-888.9,-888.9,-888.9,-888.9
15601,07/12/26 11 นาฬิกา 21 นาที,-888.9,-888.9,-888.9,-888.9
15602,07/12/26 11 นาฬิกา 21 นาที,-888.9,-888.9,-888.9,-888.9
15603,07/12/26 11 นาฬิกา 21 นาที,-888.9,-888.9,-888.9,-888.9
15604,07/12/26 11 นาฬิกา 22 นาที,-888.9,-888.9,-888.9,-888.9
15605,07/12/26 11 นาฬิกา 22 นาที,-888.9,-888.9,-888.9,-888.9
15606,07/12/26 11 นาฬิกา 22 นาที,-888.9,-888.9,-888.9,-888.9
15607,07/12/26 11 นาฬิกา 22 นาที,-888.9,-888.9,-888.9,-888.9
15608,07/12/26 11 นาฬิกา 22 นาที,-888.9,-888.9,-888.9,-888.9
15609,07/12/26 11 นาฬิกา 22 นาที,-888.9,-888.9,-888.9,-888.9
15610,07/12/26 11 นาฬิกา 23 นาที,-888.9,-888.9,-888.9,-888.9
15611,07/12/26 11 นาฬิกา 23 นาที,-888.9,-888.9,-888.9,-888.9
15612,07/12/26 11 นาฬิกา 23 นาที,-888.9,-888.9,-888.9,-888.9
15613,07/12/26 11 นาฬิกา 23 นาที,-888.9,-888.9,-888.9,-888.9
15614,07/12/26 11 นาฬิกา 23 นาที,-888.9,-888.9,-888.9,-888.9
15615,07/12/26 11 นาฬิกา 23 นาที,-888.9,-888.9,-888.9,-888.9
15616,07/12/26 11 นาฬิกา 24 นาที,-888.9,-888.9,-888.9,-888.9
15617,07/12/26 11 นาฬิกา 24 นาที,-888.9,-888.9,-888.9,-888.9
15618,07/12/26 11 นาฬิกา 24 นาที,-888.9,-888.9,-888.9,-888.9
15619,07/12/26 11 นาฬิกา 24 นาที,-888.9,-888.9,-888.9,-888.9
15620,07/12/26 11 นาฬิกา 24 นาที,-888.9,-888.9,-888.9,-888.9
15621,07/12/26 11 นาฬิกา 24 นาที,-888.9,-888.9,-888.9,-888.9
15622,07/12/26 11 นาฬิกา 25 นาที,-888.9,-888.9,-888.9,-888.9
15623,07/12/26 11 นาฬิกา 25 นาที,-888.9,-888.9,-888.9,-888.9
15624,07/12/26 11 นาฬิกา 25 นาที,-888.9,-888.9,-888.9,-888.9
15625,07/12/26 11 นาฬิกา 25 นาที,-888.9,-888.9,-888.9,-888.9
15626,07/12/26 11 นาฬิกา 25 นาที,-888.9,-888.9,-888.9,-888.9
15627,07/12/26 11 นาฬิกา 25 นาที,-888.9,-888.9,-888.9,-888.9
15628,07/12/26 11 นาฬิกา 26 นาที,-888.9,-888.9,-888.9,-888.9
15629,07/12/26 11 นาฬิกา 26 นาที,-888.9,-888.9,-888.9,-888.9
15630,07/12/26 11 นาฬิกา 26 นาที,-888.9,-888.9,-888.9,-888.9
15631,07/12/26 11 นาฬิกา 26 นาที,-888.9,-888.9,-888.9,-888.9
15632,07/12/26 11 นาฬิกา 26 นาที,-888.9,-888.9,-888.9,-888.9
15633,07/12/26 11 นาฬิกา 26 นาที,-888.9,-888.9,-888.9,-888.9
15634,07/12/26 11 นาฬิกา 27 นาที,-888.9,-888.9,-888.9,-888.9
15635,07/12/26 11 นาฬิกา 27 นาที,-888.9,-888.9,-888.9,-888.9
15636,07/12/26 11 นาฬิกา 27 นาที,-888.9,-888.9,-888.9,-888.9
15637,07/12/26 11 นาฬิกา 27 นาที,-888.9,-888.9,-888.9,-888.9
15638,07/12/26 11 นาฬิกา 27 นาที,-888.9,-888.9,-888.9,-888.9
15639,07/12/26 11 นาฬิกา 27 นาที,-888.9,-888.9,-888.9,-888.9
15640,07/12/26 11 นาฬิกา 28 นาที,-888.9,-888.9,-888.9,-888.9
15641,07/12/26 11 นาฬิกา 28 นาที,-888.9,-888.9,-888.9,-888.9
15642,07/12/26 11 นาฬิกา 28 นาที,-888.9,-888.9,-888.9,-888.9
15643,07/12/26 11 นาฬิกา 28 นาที,-888.9,-888.9,-888.9,-888.9
15644,07/12/26 11 นาฬิกา 28 นาที,-888.9,-888.9,-888.9,-888.9
15645,07/12/26 11 นาฬิกา 28 นาที,-888.9,-888.9,-888.9,-888.9
15646,07/12/26 11 นาฬิกา 29 นาที,-888.9,-888.9,-888.9,-888.9
15647,07/12/26 11 นาฬิกา 29 นาที,-888.9,-888.9,-888.9,-888.9
15648,07/12/26 11 นาฬิกา 29 นาที,-888.9,-888.9,-888.9,-888.9
15649,07/12/26 11 นาฬิกา 29 นาที,-888.9,-888.9,-888.9,-888.9
15650,07/12/26 11 นาฬิกา 29 นาที,-888.9,-888.9,-888.9,-888.9
15651,07/12/26 11 นาฬิกา 29 นาที,-888.9,-888.9,-888.9,-888.9
15652,07/12/26 11 นาฬิกา 30 นาที,-888.9,-888.9,-888.9,-888.9
15653,07/12/26 11 นาฬิกา 30 นาที,-888.9,-888.9,-888.9,-888.9
15654,07/12/26 11 นาฬิกา 30 นาที,-888.9,-888.9,-888.9,-888.9
15655,07/12/26 11 นาฬิกา 30 นาที,-888.9,-888.9,-888.9,-888.9
15656,07/12/26 11 นาฬิกา 30 นาที,-888.9,-888.9,-888.9,-888.9
15657,07/12/26 11 นาฬิกา 30 นาที,-888.9,-888.9,-888.9,-888.9
15658,07/12/26 11 นาฬิกา 31 นาที,-888.9,-888.9,-888.9,-888.9
15659,07/12/26 11 นาฬิกา 31 นาที,-888.9,-888.9,-888.9,-888.9
15660,07/12/26 11 นาฬิกา 31 นาที,-888.9,-888.9,-888.9,-888.9
15661,07/12/26 11 นาฬิกา 31 นาที,-888.9,-888.9,-888.9,-888.9
15662,07/12/26 11 นาฬิกา 31 นาที,-888.9,-888.9,-888.9,-888.9
15663,07/12/26 11 นาฬิกา 31 นาที,-888.9,-888.9,-888.9,-888.9
15664,07/12/26 11 นาฬิกา 32 นาที,-888.9,-888.9,-888.9,-888.9
15665,07/12/26 11 นาฬิกา 32 นาที,-888.9,-888.9,-888.9,-888.9
15666,07/12/26 11 นาฬิกา 32 นาที,-888.9,-888.9,-888.9,-888.9
15667,07/12/26 11 นาฬิกา 32 นาที,-888.9,-888.9,-888.9,-888.9
15668,07/12/26 11 นาฬิกา 32 นาที,-888.9,-888.9,-888.9,-888.9
15669,07/12/26 11 นาฬิกา 32 นาที,-888.9,-888.9,-888.9,-888.9
15670,07/12/26 11 นาฬิกา 33 นาที,-888.9,-888.9,-888.9,-888.9
15671,07/12/26 11 นาฬิกา 33 นาที,-888.9,-888.9,-888.9,-888.9
15672,07/12/26 11 นาฬิกา 33 นาที,-888.9,-888.9,-888.9,-888.9
15673,07/12/26 11 นาฬิกา 33 นาที,-888.9,-888.9,-888.9,-888.9
15674,07/12/26 11 นาฬิกา 33 นาที,-888.9,-888.9,-888.9,-888.9
15675,07/12/26 11 นาฬิกา 33 นาที,-888.9,-888.9,-888.9,-888.9
15676,07/12/26 11 นาฬิกา 34 นาที,-888.9,-888.9,-888.9,-888.9
15677,07/12/26 11 นาฬิกา 34 นาที,-888.9,-888.9,-888.9,-888.9
15678,07/12/26 11 นาฬิกา 34 นาที,-888.9,-888.9,-888.9,-888.9
15679,07/12/26 11 นาฬิกา 34 นาที,-888.9,-888.9,-888.9,-888.9
15680,07/12/26 11 นาฬิกา 34 นาที,-888.9,-888.9,-888.9,-888.9
15681,07/12/26 11 นาฬิกา 34 นาที,-888.9,-888.9,-888.9,-888.9
15682,07/12/26 11 นาฬิกา 35 นาที,-888.9,-888.9,-888.9,-888.9
15683,07/12/26 11 นาฬิกา 35 นาที,-888.9,-888.9,-888.9,-888.9
15684,07/12/26 11 นาฬิกา 35 นาที,-888.9,-888.9,-888.9,-888.9
15685,07/12/26 11 นาฬิกา 35 นาที,-888.9,-888.9,-888.9,-888.9
15686,07/12/26 11 นาฬิกา 35 นาที,-888.9,-888.9,-888.9,-888.9
15687,07/12/26 11 นาฬิกา 35 นาที,-888.9,-888.9,-888.9,-888.9
15688,07/12/26 11 นาฬิกา 36 นาที,-888.9,-888.9,-888.9,-888.9
15689,07/12/26 11 นาฬิกา 36 นาที,-888.9,-888.9,-888.9,-888.9
15690,07/12/26 11 นาฬิกา 36 นาที,-888.9,-888.9,-888.9,-888.9
15691,07/12/26 11 นาฬิกา 36 นาที,-888.9,-888.9,-888.9,-888.9
15692,07/12/26 11 นาฬิกา 36 นาที,-888.9,-888.9,-888.9,-888.9
15693,07/12/26 11 นาฬิกา 36 นาที,-888.9,-888.9,-888.9,-888.9
15694,07/12/26 11 นาฬิกา 37 นาที,-888.9,-888.9,-888.9,-888.9
15695,07/12/26 11 นาฬิกา 37 นาที,-888.9,-888.9,-888.9,-888.9
15696,07/12/26 11 นาฬิกา 37 นาที,-888.9,-888.9,-888.9,-888.9
15697,07/12/26 11 นาฬิกา 37 นาที,-888.9,-888.9,-888.9,-888.9
15698,07/12/26 11 นาฬิกา 37 นาที,-888.9,-888.9,-888.9,-888.9
15699,07/12/26 11 นาฬิกา 37 นาที,-888.9,-888.9,-888.9,-888.9
15700,07/12/26 11 นาฬิกา 38 นาที,-888.9,-888.9,-888.9,-888.9
15701,07/12/26 11 นาฬิกา 38 นาที,-888.9,-888.9,-888.9,-888.9
15702,07/12/26 11 นาฬิกา 38 นาที,-888.9,-888.9,-888.9,-888.9
15703,07/12/26 11 นาฬิกา 38 นาที,-888.9,-888.9,-888.9,-888.9
15704,07/12/26 11 นาฬิกา 38 นาที,-888.9,-888.9,-888.9,-888.9
15705,07/12/26 11 นาฬิกา 38 นาที,-888.9,-888.9,-888.9,-888.9
15706,07/12/26 11 นาฬิกา 39 นาที,-888.9,-888.9,-888.9,-888.9
15707,07/12/26 11 นาฬิกา 39 นาที,-888.9,-888.9,-888.9,-888.9
15708,07/12/26 11 นาฬิกา 39 นาที,-888.9,-888.9,-888.9,-888.9
15709,07/12/26 11 นาฬิกา 39 นาที,-888.9,-888.9,-888.9,-888.9
15710,07/12/26 11 นาฬิกา 39 นาที,-888.9,-888.9,-888.9,-888.9
